Comunidad,Punto actual más cercano,ID radio actual,Distancia actual (km),ID Alternativa 1,Coordenadas Alternativa 1,ID Alternativa 2,Coordenadas Alternativa 2,ID Alternativa 3,Coordenadas Alternativa 3
El MarlÃ­n (Lote Tres y Cuatro) [Campo],"(30.91503, -114.72235)",BN7136,131.38 km,BN5035,"(30.99206, -114.83380)",BN0435,"(31.01921, -114.83709)",BN0941,"(31.02192, -114.84980)"
Los Patos,"(27.29239, -112.91149)",BS2901,50.87 km,BS0014,"(27.18776, -112.24527)",BS5751,"(27.33111, -112.26961)",BS0301,"(27.31967, -112.23878)"
Las Bebelamas 2,"(24.39908, -111.11575)",BS0426,48.60 km,BS0204,"(24.34630, -111.00151)",BS8353,"(24.48875, -111.29436)",BS6502,"(24.20364, -110.94706)"
El Paraje,"(24.48875, -111.29436)",BS8353,53.89 km,BS0204,"(24.34630, -111.00151)",BS6504,"(24.69075, -111.51533)",BS6502,"(24.20364, -110.94706)"
La Mula,"(27.99419, -101.71100)",CO2920,64.26 km,CO6924,"(28.10228, -101.62140)",CO1085,"(27.32269, -102.40043)",CO1134,"(27.30747, -102.39481)"
Santa Cecilia,"(28.20411, -101.06189)",CO8185,31.79 km,CO8883,"(28.35781, -100.94764)",CO6731,"(28.29956, -100.94214)",CO1104,"(28.48454, -100.93908)"
San Antonio la Huasteca,"(16.81838, -91.26096)",CP1906,33.46 km,CP1859,"(16.82144, -91.52550)",CP0710,"(16.14089, -91.29658)",CP1820,"(16.92222, -91.36167)"
EstefanÃ­a,"(31.53031, -107.72154)",CH1459,48.57 km,CH3928,"(31.35940, -107.74357)",CH0764,"(31.10226, -107.98879)",CH4922,"(31.09836, -107.99977)"
Comarachi,"(27.46821, -106.73537)",CH4324,39.75 km,CH0718,"(26.83303, -107.07060)",CH5617,"(26.81694, -107.05728)",CH0714,"(26.81174, -107.07233)"
El TÃ¡scate,"(26.04211, -106.50761)",CH3301,46.08 km,CH0369,"(26.95484, -106.34788)",—,—,—,—
Los Ositos,"(26.95484, -106.34788)",CH0369,30.70 km,CH0911,"(27.05566, -106.26396)",—,—,—,—
El Guayabo,"(27.02892, -107.73714)",CH2269,33.75 km,SI2200,"(26.71148, -108.32373)",SI2520,"(26.61647, -108.30358)",—,—
El Papante,"(26.61647, -108.30358)",SI2520,45.96 km,SI2200,"(26.71148, -108.32373)",SI0684,"(26.70435, -108.33040)",SI2521,"(26.55525, -108.35581)"
Rabo,"(27.78242, -107.49814)",CH2087,32.43 km,CH6453,"(27.93678, -107.04294)",CH2086,"(27.84064, -107.58846)",CH0345,"(27.74129, -107.63878)"
Basaseachi,"(27.78242, -107.49814)",CH2087,33.19 km,CH6453,"(27.93678, -107.04294)",CH2086,"(27.84064, -107.58846)",CH0345,"(27.74129, -107.63878)"
Huicorichic (Huicorichi),"(27.87114, -108.21967)",CH0784,49.98 km,CH5404,"(28.19311, -108.37132)",SO9653,"(27.54569, -109.23106)",CH3310,"(28.20438, -108.21263)"
Nacabeachi,"(27.30113, -107.54361)",CH0739,31.00 km,CH0718,"(26.83303, -107.07060)",CH2074,"(26.81886, -107.08142)",—,—
Aquichique,"(27.02892, -107.73714)",CH2269,34.09 km,CH2074,"(26.81886, -107.08142)",CH0714,"(26.81174, -107.07233)",CH0718,"(26.83303, -107.07060)"
Bataqueachi (Batagueachi),"(26.83303, -107.07060)",CH0718,33.30 km,CH5617,"(26.81694, -107.05728)",CH2074,"(26.81886, -107.08142)",CH0714,"(26.81174, -107.07233)"
El Puerto Blanco,"(26.81886, -107.08142)",CH2074,38.68 km,CH0714,"(26.81174, -107.07233)",CH0718,"(26.83303, -107.07060)",CH0372,"(26.42989, -107.26740)"
Los Hormigueros,"(27.46821, -106.73537)",CH4324,34.39 km,CH0718,"(26.83303, -107.07060)",CH5617,"(26.81694, -107.05728)",CH2074,"(26.81886, -107.08142)"
Mesa de Nacabeachi,"(27.30113, -107.54361)",CH0739,31.70 km,CH0718,"(26.83303, -107.07060)",CH2074,"(26.81886, -107.08142)",CH0714,"(26.81174, -107.07233)"
Resuchi,"(27.02892, -107.73714)",CH2269,37.69 km,CH2074,"(26.81886, -107.08142)",CH0714,"(26.81174, -107.07233)",CH0718,"(26.83303, -107.07060)"
Gochina,"(27.78242, -107.49814)",CH2087,43.07 km,CH0739,"(27.30113, -107.54361)",CH6453,"(27.93678, -107.04294)",CH4324,"(27.46821, -106.73537)"
El Nopal,"(26.42989, -107.26740)",CH0372,35.43 km,CH0714,"(26.81174, -107.07233)",CH5617,"(26.81694, -107.05728)",CH2074,"(26.81886, -107.08142)"
El Arroyo,"(26.09427, -106.96368)",CH2750,36.22 km,CH0717,"(26.08042, -106.95358)",CH0372,"(26.42989, -107.26740)",CH5617,"(26.81694, -107.05728)"
Calera,"(26.09427, -106.96368)",CH2750,41.73 km,CH0717,"(26.08042, -106.95358)",CH3301,"(26.04211, -106.50761)",CH0372,"(26.42989, -107.26740)"
El Sabino,"(26.09427, -106.96368)",CH2750,41.64 km,CH0717,"(26.08042, -106.95358)",CH3301,"(26.04211, -106.50761)",—,—
Arroyo del Agua,"(26.04211, -106.50761)",CH3301,37.55 km,SI0507,"(25.46960, -106.92968)",SI1818,"(25.47913, -106.93961)",CH0717,"(26.08042, -106.95358)"
Carricitos,"(26.37953, -108.35475)",SI2522,55.40 km,SI2520,"(26.61647, -108.30358)",SI6077,"(25.79969, -107.87472)",SI2521,"(26.55525, -108.35581)"
Alizosa,"(26.42989, -107.26740)",CH0372,45.90 km,SI6077,"(25.79969, -107.87472)",—,—,—,—
Guasimal,"(25.87042, -107.54683)",SI5998,47.77 km,SI0659,"(25.86436, -108.15831)",SI2530,"(25.83296, -108.14041)",SI2531,"(25.75317, -108.08250)"
Lechuguillas,"(26.42989, -107.26740)",CH0372,30.71 km,CH0714,"(26.81174, -107.07233)",CH5617,"(26.81694, -107.05728)",CH2074,"(26.81886, -107.08142)"
El Realito,"(27.02892, -107.73714)",CH2269,35.57 km,CH0372,"(26.42989, -107.26740)",—,—,—,—
El Realito,"(27.02892, -107.73714)",CH2269,36.63 km,CH0372,"(26.42989, -107.26740)",—,—,—,—
Guitosachi,"(26.42989, -107.26740)",CH0372,38.63 km,CH2269,"(27.02892, -107.73714)",CH2074,"(26.81886, -107.08142)",CH0714,"(26.81174, -107.07233)"
Los Cuadritos,"(28.29184, -108.23804)",CH1870,42.74 km,CH5404,"(28.19311, -108.37132)",CH1916,"(28.20948, -108.20738)",CH3310,"(28.20438, -108.21263)"
Chicharito,"(27.02892, -107.73714)",CH2269,36.78 km,CH1693,"(27.49563, -107.89174)",CH1455,"(27.39202, -108.42094)",SI2200,"(26.71148, -108.32373)"
El Triguito,"(27.02892, -107.73714)",CH2269,46.12 km,SI2200,"(26.71148, -108.32373)",SI0684,"(26.70435, -108.33040)",CH1693,"(27.49563, -107.89174)"
Mesa Pinosa,"(27.87114, -108.21967)",CH0784,33.68 km,CH2652,"(28.16097, -108.57019)",CH5404,"(28.19311, -108.37132)",CH1455,"(27.39202, -108.42094)"
Pascuas,"(25.05276, -106.33673)",DU0174,31.57 km,SI0733,"(24.94536, -106.94647)",SI2620,"(24.96764, -106.97108)",—,—
El Tanque,"(26.04211, -106.50761)",CH3301,48.89 km,DU0225,"(25.93063, -105.95694)",DU7944,"(25.92462, -105.94612)",CH6372,"(26.80163, -105.82446)"
El Potrerito,"(25.93063, -105.95694)",DU0225,30.12 km,DU7944,"(25.92462, -105.94612)",CH3301,"(26.04211, -106.50761)",—,—
La Escondida,"(23.07844, -104.54656)",DU0496,43.76 km,NA7565,"(22.63707, -105.31837)",NA4245,"(22.49835, -105.32586)",NA0226,"(22.51984, -105.34442)"
El Paraje,"(22.63707, -105.31837)",NA7565,48.34 km,DU0496,"(23.07844, -104.54656)",NA4245,"(22.49835, -105.32586)",NA0226,"(22.51984, -105.34442)"
Sarcillos,"(23.07844, -104.54656)",DU0496,50.22 km,NA7565,"(22.63707, -105.31837)",NA0226,"(22.51984, -105.34442)",—,—
Barbechos,"(23.77339, -105.35650)",DU0235,53.78 km,DU2983,"(23.78909, -105.34690)",DU6999,"(23.77830, -105.37182)",DU0347,"(23.79810, -105.38399)"
Piedra Bola,"(23.77339, -105.35650)",DU0235,52.71 km,DU2983,"(23.78909, -105.34690)",DU6999,"(23.77830, -105.37182)",DU5631,"(23.85471, -105.24624)"
La CiÃ©nega [De Lajas],"(22.63707, -105.31837)",NA7565,45.23 km,NA0226,"(22.51984, -105.34442)",NA4245,"(22.49835, -105.32586)",NA7440,"(22.50514, -105.35680)"
Los Platanitos,"(23.07844, -104.54656)",DU0496,58.46 km,NA7565,"(22.63707, -105.31837)",DU0235,"(23.77339, -105.35650)",DU2983,"(23.78909, -105.34690)"
Pelillos,"(23.77339, -105.35650)",DU0235,58.21 km,DU6999,"(23.77830, -105.37182)",DU2983,"(23.78909, -105.34690)",DU4501,"(23.70194, -105.57852)"
La Cabra,"(23.92609, -105.34104)",DU0266,46.54 km,DU0471,"(23.81039, -105.54583)",DU0472,"(23.86234, -105.31529)",DU0347,"(23.79810, -105.38399)"
El ZanjÃ³n,"(23.81039, -105.54583)",DU0471,33.52 km,DU0266,"(23.92609, -105.34104)",DU5639,"(23.74774, -105.53415)",DU1926,"(23.73250, -105.69011)"
Los Sauces,"(23.47328, -104.39306)",DU4411,31.52 km,DU6611,"(23.53744, -104.37669)",DU0551,"(23.59145, -104.06088)",DU0496,"(23.07844, -104.54656)"
El Platanar,"(24.41386, -106.69064)",SI4807,54.81 km,SI2224,"(24.38410, -106.69087)",SI5791,"(23.94176, -106.42636)",—,—
Los Arrayanes,"(24.41386, -106.69064)",SI4807,34.05 km,SI2224,"(24.38410, -106.69087)",—,—,—,—
Rancho de PÃ©rez,"(26.04211, -106.50761)",CH3301,44.07 km,DU0225,"(25.93063, -105.95694)",DU7944,"(25.92462, -105.94612)",—,—
Piedras de Amolar,"(25.46960, -106.92968)",SI0507,32.63 km,SI1818,"(25.47913, -106.93961)",—,—,—,—
Joya de Canales,"(25.05276, -106.33673)",DU0174,46.25 km,SI0507,"(25.46960, -106.92968)",SI1818,"(25.47913, -106.93961)",CH3301,"(26.04211, -106.50761)"
Encino Gordo,"(24.96764, -106.97108)",SI2620,31.81 km,SI0507,"(25.46960, -106.92968)",SI1818,"(25.47913, -106.93961)",—,—
Guamuchilito,"(24.96764, -106.97108)",SI2620,32.22 km,SI0507,"(25.46960, -106.92968)",SI1818,"(25.47913, -106.93961)",DU0174,"(25.05276, -106.33673)"
Las Mesitas,"(25.05276, -106.33673)",DU0174,38.11 km,SI0507,"(25.46960, -106.92968)",SI1818,"(25.47913, -106.93961)",—,—
La Trampa,"(24.96764, -106.97108)",SI2620,33.14 km,SI0507,"(25.46960, -106.92968)",SI1818,"(25.47913, -106.93961)",DU0174,"(25.05276, -106.33673)"
Las Leonas,"(25.46960, -106.92968)",SI0507,33.44 km,SI1818,"(25.47913, -106.93961)",SI2620,"(24.96764, -106.97108)",SI0733,"(24.94536, -106.94647)"
El Llano Grande,"(24.96764, -106.97108)",SI2620,36.72 km,SI0507,"(25.46960, -106.92968)",SI1818,"(25.47913, -106.93961)",DU0174,"(25.05276, -106.33673)"
El Palo Dulce,"(17.37841, -101.05556)",GR3317,45.90 km,GR5716,"(17.27178, -100.89222)",GR0233,"(17.26701, -100.88046)",GR0516,"(17.32510, -101.04249)"
El Tule,"(18.24280, -100.89106)",GR0456,37.02 km,GR2153,"(18.29553, -100.85231)",GR6769,"(18.15450, -100.50047)",GR1219,"(18.21538, -100.55082)"
El Fresnito,"(17.37841, -101.05556)",GR3317,41.93 km,GR0516,"(17.32510, -101.04249)",GR5716,"(17.27178, -100.89222)",GR1433,"(17.41421, -101.18143)"
El Plato,"(17.22878, -100.63653)",GR1505,40.37 km,GR4010,"(17.22302, -100.63185)",GR0756,"(17.31715, -100.39922)",GR1238,"(17.20775, -100.63081)"
Las Fraguas,"(17.92179, -101.32309)",GR6118,39.29 km,GR2165,"(18.47569, -100.97771)",GR0456,"(18.24280, -100.89106)",GR0464,"(18.34305, -100.88518)"
Paso de las Vacas,"(18.66281, -101.64622)",MI7606,40.74 km,GR2165,"(18.47569, -100.97771)",GR6118,"(17.92179, -101.32309)",GR0464,"(18.34305, -100.88518)"
San Antonio,"(18.47569, -100.97771)",GR2165,34.43 km,GR0456,"(18.24280, -100.89106)",GR0464,"(18.34305, -100.88518)",GR2153,"(18.29553, -100.85231)"
El Arquito,"(18.47569, -100.97771)",GR2165,40.70 km,MI7606,"(18.66281, -101.64622)",GR0464,"(18.34305, -100.88518)",GR6118,"(17.92179, -101.32309)"
La Huerta,"(18.47569, -100.97771)",GR2165,38.99 km,MI7606,"(18.66281, -101.64622)",GR0464,"(18.34305, -100.88518)",GR0456,"(18.24280, -100.89106)"
El Quemado,"(21.42382, -104.44885)",NA5834,57.93 km,NA5833,"(21.44087, -104.48832)",JL8886,"(21.98111, -103.58889)",JL1636,"(21.97547, -103.50061)"
El Corredero,"(21.98111, -103.58889)",JL8886,44.40 km,JL1636,"(21.97547, -103.50061)",ZA0263,"(21.80789, -103.46603)",ZA1169,"(21.50249, -103.55792)"
El Salto,"(21.42382, -104.44885)",NA5834,53.78 km,NA5833,"(21.44087, -104.48832)",NA0192,"(21.42181, -104.61091)",JL8886,"(21.98111, -103.58889)"
Piedra Ancha,"(19.80552, -102.70384)",MI0733,31.06 km,JL1775,"(19.37205, -103.02255)",JL2673,"(19.72047, -103.19277)",JL5804,"(19.75033, -103.18481)"
Los Capulines,"(21.98111, -103.58889)",JL8886,62.50 km,ZA0292,"(22.30032, -103.55819)",JL1636,"(21.97547, -103.50061)",ZA0347,"(22.44342, -103.50008)"
Ye'+muyeka  (Los CÃ¡ntaros),"(22.30032, -103.55819)",ZA0292,82.32 km,JL8886,"(21.98111, -103.58889)",NA0194,"(21.94281, -104.99812)",NA2847,"(21.66886, -104.84350)"
Agua de la Loma,"(21.98111, -103.58889)",JL8886,52.26 km,ZA0292,"(22.30032, -103.55819)",JL1636,"(21.97547, -103.50061)",ZA0347,"(22.44342, -103.50008)"
Zacapuestles,"(22.30032, -103.55819)",ZA0292,58.87 km,JL8886,"(21.98111, -103.58889)",ZA0347,"(22.44342, -103.50008)",JL1636,"(21.97547, -103.50061)"
El Zapote,"(22.30032, -103.55819)",ZA0292,79.47 km,NA0194,"(21.94281, -104.99812)",NA2847,"(21.66886, -104.84350)",NA5833,"(21.44087, -104.48832)"
Tierra Amarilla,"(21.98111, -103.58889)",JL8886,68.01 km,ZA0292,"(22.30032, -103.55819)",JL1636,"(21.97547, -103.50061)",NA5833,"(21.44087, -104.48832)"
AlacrÃ¡n,"(21.98111, -103.58889)",JL8886,55.91 km,ZA0292,"(22.30032, -103.55819)",JL1636,"(21.97547, -103.50061)",ZA0347,"(22.44342, -103.50008)"
El Vivero,"(22.30032, -103.55819)",ZA0292,49.53 km,ZA0347,"(22.44342, -103.50008)",JL8886,"(21.98111, -103.58889)",JL1636,"(21.97547, -103.50061)"
El Choacan,"(22.30032, -103.55819)",ZA0292,50.59 km,JL8886,"(21.98111, -103.58889)",ZA0347,"(22.44342, -103.50008)",JL1636,"(21.97547, -103.50061)"
Janakia,"(22.30032, -103.55819)",ZA0292,69.17 km,JL8886,"(21.98111, -103.58889)",ZA0347,"(22.44342, -103.50008)",JL1636,"(21.97547, -103.50061)"
Los Alacranes,"(22.30032, -103.55819)",ZA0292,52.03 km,JL8886,"(21.98111, -103.58889)",ZA0347,"(22.44342, -103.50008)",JL1636,"(21.97547, -103.50061)"
Las Azucenas,"(21.98111, -103.58889)",JL8886,54.63 km,ZA0292,"(22.30032, -103.55819)",JL1636,"(21.97547, -103.50061)",JL8887,"(21.92350, -103.44289)"
La Palma,"(22.30032, -103.55819)",ZA0292,58.36 km,JL8886,"(21.98111, -103.58889)",JL1636,"(21.97547, -103.50061)",ZA0347,"(22.44342, -103.50008)"
La Lima,"(19.71833, -104.61083)",JL6518,37.43 km,JL3114,"(19.67663, -104.72677)",JL1904,"(20.37992, -104.82237)",JL5307,"(20.38583, -104.81944)"
El ChicharrÃ³n,"(19.95192, -105.23999)",JL5313,35.22 km,JL1798,"(20.12250, -105.19360)",JL3789,"(19.93612, -105.24983)",JL2063,"(20.02950, -105.24242)"
El Ucas,"(18.07419, -102.75777)",MI7528,38.45 km,MI9776,"(18.73733, -102.79256)",MI3038,"(18.77230, -103.16224)",MI5655,"(18.78114, -103.15643)"
Paso del Naranjo,"(18.60000, -103.50139)",MI1889,39.10 km,MI1950,"(18.53200, -103.58739)",MI3038,"(18.77230, -103.16224)",MI0488,"(18.78103, -103.16914)"
La Calera Uno,"(18.60000, -103.50139)",MI1889,48.14 km,MI5655,"(18.78114, -103.15643)",MI0488,"(18.78103, -103.16914)",MI1950,"(18.53200, -103.58739)"
El Hule,"(18.07419, -102.75777)",MI7528,38.25 km,MI9776,"(18.73733, -102.79256)",MI3038,"(18.77230, -103.16224)",MI5655,"(18.78114, -103.15643)"
La CiÃ©nega,"(18.07419, -102.75777)",MI7528,32.28 km,MI9776,"(18.73733, -102.79256)",—,—,—,—
El Chino,"(18.07419, -102.75777)",MI7528,32.60 km,MI5684,"(18.36263, -102.29986)",MI4116,"(18.39137, -102.29289)",MI3023,"(18.35408, -102.28608)"
El Aguacate,"(19.42190, -101.21420)",MI2458,33.02 km,MI0352,"(19.38686, -101.27492)",MI1530,"(19.42400, -100.90378)",MI5675,"(19.39272, -101.28130)"
La Arboleda,"(19.09128, -100.66348)",MI1577,37.37 km,MI4262,"(18.64277, -100.89956)",MI1393,"(18.63505, -100.89195)",MI2334,"(18.62467, -100.90117)"
Juntas del Anono (Juntas de la Torre),"(19.42400, -100.90378)",MI1530,39.00 km,MI2458,"(19.42190, -101.21420)",MI0352,"(19.38686, -101.27492)",MI1577,"(19.09128, -100.66348)"
El Saucedo,"(18.64277, -100.89956)",MI4262,33.51 km,MI1393,"(18.63505, -100.89195)",MI2334,"(18.62467, -100.90117)",MI1685,"(18.62160, -100.88683)"
El Aguacatillo,"(19.05797, -101.40989)",MI5707,36.69 km,MI4262,"(18.64277, -100.89956)",MI1393,"(18.63505, -100.89195)",MI2334,"(18.62467, -100.90117)"
La Arboleda,"(19.05797, -101.40989)",MI5707,37.14 km,MI4262,"(18.64277, -100.89956)",MI1393,"(18.63505, -100.89195)",MI1526,"(19.20737, -101.43131)"
Buenavista,"(19.05797, -101.40989)",MI5707,35.84 km,MI4262,"(18.64277, -100.89956)",MI1393,"(18.63505, -100.89195)",MI2334,"(18.62467, -100.90117)"
La Lagunilla,"(19.42400, -100.90378)",MI1530,38.37 km,MI2458,"(19.42190, -101.21420)",MI0352,"(19.38686, -101.27492)",MI5675,"(19.39272, -101.28130)"
La OrdeÃ±a,"(19.05797, -101.40989)",MI5707,36.95 km,MI0352,"(19.38686, -101.27492)",MI2458,"(19.42190, -101.21420)",MI5675,"(19.39272, -101.28130)"
Palo Verde,"(18.77230, -103.16224)",MI3038,34.75 km,MI5655,"(18.78114, -103.15643)",MI0488,"(18.78103, -103.16914)",MI1889,"(18.60000, -103.50139)"
El ParaÃ­so,"(18.07419, -102.75777)",MI7528,40.89 km,MI9776,"(18.73733, -102.79256)",MI3038,"(18.77230, -103.16224)",MI5655,"(18.78114, -103.15643)"
Rancho de JimÃ©nez,"(18.07419, -102.75777)",MI7528,41.84 km,MI9776,"(18.73733, -102.79256)",MI3038,"(18.77230, -103.16224)",MI5655,"(18.78114, -103.15643)"
El Zapote,"(18.73733, -102.79256)",MI9776,32.95 km,MI7528,"(18.07419, -102.75777)",MI3038,"(18.77230, -103.16224)",MI5655,"(18.78114, -103.15643)"
El Palmar,"(18.64277, -100.89956)",MI4262,33.74 km,MI2334,"(18.62467, -100.90117)",MI1393,"(18.63505, -100.89195)",GR2165,"(18.47569, -100.97771)"
El Cuirindal,"(19.42190, -101.21420)",MI2458,30.25 km,MI0352,"(19.38686, -101.27492)",MI1530,"(19.42400, -100.90378)",MI5675,"(19.39272, -101.28130)"
Arrollo de los Toros,"(19.42400, -100.90378)",MI1530,30.57 km,MI1577,"(19.09128, -100.66348)",MI2458,"(19.42190, -101.21420)",MI0107,"(19.20863, -100.57484)"
Las Higueras,"(18.07419, -102.75777)",MI7528,36.42 km,MI9776,"(18.73733, -102.79256)",MI5684,"(18.36263, -102.29986)",MI4116,"(18.39137, -102.29289)"
Los Llanitos,"(18.94427, -102.29820)",MI0686,31.35 km,MI1667,"(18.78247, -102.18500)",MI0862,"(19.03230, -102.44870)",MI9776,"(18.73733, -102.79256)"
El PlÃ¡tano,"(19.05797, -101.40989)",MI5707,30.26 km,MI1971,"(19.08002, -101.50619)",MI6261,"(19.11218, -101.48139)",MI5852,"(19.09859, -101.52605)"
El Capomo,"(22.63707, -105.31837)",NA7565,34.35 km,NA0226,"(22.51984, -105.34442)",NA4245,"(22.49835, -105.32586)",NA7440,"(22.50514, -105.35680)"
La Laguna,"(22.63707, -105.31837)",NA7565,30.86 km,NA0226,"(22.51984, -105.34442)",NA4245,"(22.49835, -105.32586)",NA7440,"(22.50514, -105.35680)"
El Saucito,"(22.63707, -105.31837)",NA7565,36.09 km,NA0226,"(22.51984, -105.34442)",NA4245,"(22.49835, -105.32586)",NA7440,"(22.50514, -105.35680)"
El Chalate,"(22.26860, -105.20875)",NA4258,33.07 km,NA0907,"(22.14175, -105.09664)",NA0228,"(22.39346, -105.30152)",NA6513,"(22.22839, -105.26646)"
Los Mangos,"(21.94281, -104.99812)",NA0194,34.45 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
El Saucito,"(21.94281, -104.99812)",NA0194,71.16 km,NA0907,"(22.14175, -105.09664)",NA2847,"(21.66886, -104.84350)",NA0199,"(22.05219, -105.11579)"
El Pinito,"(21.94281, -104.99812)",NA0194,41.44 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
Las PeÃ±itas (Las Antenas),"(21.94281, -104.99812)",NA0194,47.38 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
Puente el Fraile,"(21.94281, -104.99812)",NA0194,58.17 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
Rancho de Eustorgio,"(21.94281, -104.99812)",NA0194,42.94 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
Pajarillos,"(21.94281, -104.99812)",NA0194,45.10 km,NA2847,"(21.66886, -104.84350)",NA0907,"(22.14175, -105.09664)",NA0220,"(21.94192, -105.07856)"
El Roble,"(21.94281, -104.99812)",NA0194,37.48 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
MarÃ­a Marina GarcÃ­a Lucas,"(22.14175, -105.09664)",NA0907,48.16 km,NA0194,"(21.94281, -104.99812)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
Arroyo los Frailes,"(21.94281, -104.99812)",NA0194,48.54 km,NA0907,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",NA0220,"(21.94192, -105.07856)"
Los Pinos Altos,"(22.63707, -105.31837)",NA7565,54.96 km,NA4245,"(22.49835, -105.32586)",NA4258,"(22.26860, -105.20875)",NA0228,"(22.39346, -105.30152)"
Los Limones,"(21.06036, -104.05015)",JL3719,35.88 km,JL7658,"(21.05342, -104.04722)",JL6583,"(21.01578, -104.15872)",ZA1169,"(21.50249, -103.55792)"
El Toril,"(21.42382, -104.44885)",NA5834,49.73 km,NA5833,"(21.44087, -104.48832)",ZA1169,"(21.50249, -103.55792)",JL8886,"(21.98111, -103.58889)"
Las Higueras,"(25.87042, -107.54683)",SI5998,37.95 km,SI2548,"(25.43792, -107.60972)",SI3987,"(25.36352, -107.55186)",SI1818,"(25.47913, -106.93961)"
Las Tranquitas,"(25.09106, -107.45186)",SI0686,33.77 km,SI0592,"(24.91065, -107.25725)",SI5918,"(25.12847, -107.47889)",SI2620,"(24.96764, -106.97108)"
El Plan,"(22.90478, -105.80685)",SI9133,38.28 km,SI0106,"(22.81546, -105.73509)",SI0711,"(22.76669, -105.67305)",SI3727,"(22.83528, -105.77075)"
El Carrizo,"(22.90478, -105.80685)",SI9133,32.78 km,SI0749,"(23.00004, -105.85801)",SI0106,"(22.81546, -105.73509)",SI3720,"(22.98830, -105.85966)"
El Vinoramal,"(25.86436, -108.15831)",SI0659,32.76 km,SI2530,"(25.83296, -108.14041)",SI6077,"(25.79969, -107.87472)",SI3535,"(25.82872, -108.21364)"
CaÃ±ada Verde,"(25.86436, -108.15831)",SI0659,31.36 km,SI2530,"(25.83296, -108.14041)",SI3535,"(25.82872, -108.21364)",SI2226,"(25.82371, -108.23099)"
El Aguaje de Bartolo,"(25.86436, -108.15831)",SI0659,43.04 km,SI2530,"(25.83296, -108.14041)",SI6077,"(25.79969, -107.87472)",SI2522,"(26.37953, -108.35475)"
Los Guajolotes,"(26.37953, -108.35475)",SI2522,36.00 km,SI2530,"(25.83296, -108.14041)",SI3535,"(25.82872, -108.21364)",SI2226,"(25.82371, -108.23099)"
Los Laureles,"(26.37953, -108.35475)",SI2522,30.86 km,SI0659,"(25.86436, -108.15831)",SI2530,"(25.83296, -108.14041)",SI6137,"(25.93553, -108.39451)"
La Tableta,"(25.86436, -108.15831)",SI0659,43.23 km,SI6077,"(25.79969, -107.87472)",SI2530,"(25.83296, -108.14041)",SI3535,"(25.82872, -108.21364)"
Milpillitas,"(28.37309, -109.03515)",SO0751,34.39 km,SO0766,"(28.92466, -109.19016)",SO5788,"(28.36982, -108.92706)",—,—
San Isidro Dos,"(29.20880, -111.75971)",SO9649,41.84 km,SO5177,"(29.02345, -111.47593)",SO0383,"(28.99501, -111.57624)",—,—
San Carlos,"(29.61267, -111.02581)",SO7924,48.00 km,SO3482,"(29.47935, -110.99680)",SO9649,"(29.20880, -111.75971)",SO1938,"(29.68416, -110.95433)"
San Isidro Huntura Tres,"(19.90238, -88.80995)",QR0908,32.60 km,YU0270,"(20.08052, -89.04861)",QR0759,"(19.80017, -88.75274)",QR0952,"(19.84473, -88.73311)"
La Nopalera,"(22.77271, -103.56863)",ZA5108,56.00 km,ZA0128,"(22.76281, -103.57483)",ZA0447,"(22.76671, -103.57033)",ZA0382,"(22.78473, -103.55256)"
MarÃ­a Teresa,"(22.76281, -103.57483)",ZA0128,51.34 km,ZA5108,"(22.77271, -103.56863)",ZA0447,"(22.76671, -103.57033)",ZA0382,"(22.78473, -103.55256)"
Las Cebolletas,"(23.07844, -104.54656)",DU0496,66.22 km,ZA0128,"(22.76281, -103.57483)",ZA0447,"(22.76671, -103.57033)",ZA5108,"(22.77271, -103.56863)"
Casa Blanca [Rancho],"(31.51361, -116.27194)",BN7157,49.12 km,BN4152,"(31.27322, -116.18453)",BN0437,"(31.32524, -116.24530)",BN4960,"(31.13035, -116.11377)"
